id,message,original,genre
11853,haiti after their 7.0 earthquake #omgfacts,,social
11854,Haiti earthquake is latest blow for country in misery Times Online The earthquake that plunged Haiti into dust .. http bit.ly 5Msru4,,social
11855,#news Thousands Feared Dead In Haiti After Most Powerful Earthquake Region&#039 s History MoxNewsDotCom http url4.eu 17G3j,,social
11856,Battered by major quake Haiti braces for huge death toll A major earthquake struck southern Haiti on Tuesday . http bit.ly 7O1wz8,,social
11857,UN says Haiti headquarters collapsed in earthquake Independent The headquarters of the UN peacekeeping mission .. http bit.ly 91bTsB,,social
11858,Tmrw or early morning I ll find out better what s the magnitude Aruba got.. My bbm from Aruba got in at 3.30am terrible earthquake S,,social
11859,RT iDeskCNN RT bravesannie ideskcnn Earthquake felt in ARUBA around 4 13 AM. Woke everyone up. You can see lights on in mos cont ..,,social
11860,Haiti Earthquake Leaves Thousands Dead or Missing Update1 Bloomberg Jan. 13 Bloomberg Haiti the poorest.. http bit.ly 6XXA9L,,social
11861,There are Haitian tweeters on http www.tweetcloser.com seeTweets.php?set=806 post earthquake,,social
11862,RT jeffbrooks Best Twitter source on #Haiti quake nprnews haiti earthquake lots of news but not a firehose.,,social
11863,For Haiti a legacy of misery FOX 11 Tucson UNDATED AP u2014 The earthquake that plunged Haiti into darkness is a.. http bit.ly 7cZePn,,social
11864,Reading some reports about the earthquake in Haiti.,,social
11865,From nytimes Real Time Twitter Feed on Haiti Earthquake http bit.ly 4UEF32,,social
11866,Praying for Haiti. 7.0 magnitude earthquake. Worst 2 hit the island nation in more than 200 yrs. Hundreds of casualties an understatement,,social
11867,NEWS OF THE DAY Earthquake vs. Haiti Google vs. China Conan Obrien vs. NBC James vs. Pharyingitis. Taking Bets..,,social
11869,In aftermath of earthquake eyewitness tweets from Haiti u00ab Global Voices Online http topsy.com tb bit.ly 7Jz99T,,social
11871,tagged pics of the earthquake in Haiti on facebook. http is.gd 6b3qj,,social
11872,#news Earthquake in Haiti Leaves Thousands Dead or Missing http bit.ly 68yi8u,,social
11873,RT msnbc BREAKING NEWS 7.3 magnitude earthquake hits near Haiti coast USGS reports http bit.ly 3ieuwr,,social
11875,latimes compiled a list of Tweeps who are reporting from Haiti following the massive earthquake. http bit.ly 6pnFPm,,social
11876,RT ThinkBusiness Haiti earthquake dozens feared dead as buildings collapse http qtwt.us jx7p,,social
11877,Powerful Quake Strikes Haiti Thousands Feared Dead A powerful 7.0 magnitude earthquake struck Haiti on Tuesday .. http bit.ly 7NkWzr,,social
11878,realtime pics about Haiti earthquake http picfog.com search Haiti,,social
11879,RT kevinconroy terrymslobodian FYI GlobalGiving #Haiti Earthquake Relief Fund is up http goto.gg 4561,,social
11881,Worst quake in 2 centuries hits Haiti An earthquake with a magnitude of 7.3 struck Haiti Tuesday afternoon da. http bit.ly 4DTPfq,,social
11883,Haiti earthquake feared to have killed hundreds http tinyurl.com y85q8wm,,social
11884,RT zitig Earthquake in Haiti http bit.ly 8DoZ21,,social
11887,A massive 7.0 magnitude earthquake rocked Haiti on Tuesday leaving Port au Prince the nation s capital in ruins.,,social
11889,Tragic earthquake in Haiti leaves so many dead injured and missing including UN peacekeepers and among them Jordanians on duty. Awful.,,social
11890,Earthquake in Haiti!!!!! God bless those people,,social
11891,RT YELEHAITI u201cHaiti today faced a natural disaster of unprecedented proportion an earthquake unlike anything the country has ever exp ..,,social
11892,Partners In Health Haitian Earthquake Site http bit.ly 5ZA7Zm Please donate what you can. on the ground in Haiti. via SeanBrody,,social
11893,Haiti earthquake history of natural disasters to hit the country Telegraph.co.uk Telegraph.co.ukHaiti earthqua.. http bit.ly 8P473Y,,social
11894,Haiti Earthquake First Images PHOTOS VIDEO . http digg.com d31FTx0,,social
11896,Dmana cuy?. Kok ga brasa? RT monnomestecut another earthquake. may GOD bless us,,social
11897,RT CAREAustralia 7.0 earthquake has struck Haiti one of the world s poorest countries. Impact will be devastating. http ow.ly VSR2,,social
11898,Musings haiti earthquake haiti haiti news haiti earthquakes .. haiti earthquake haiti haiti news haiti. http bit.ly 7oSUZu,,social
11899,#Haiti #Earthquake Twitter Pictures Sweep Across the Web http uurl.in 7fXcV,,social
11901,7News Haiti earthquake story http ow.ly VVwh &lt incl news vid & image gallery.Brisbane woman missing is rachelhoffman,,social
11903,Gismis pallas_ploem earthquake heeft mensen wel wakker gekregen maar is niet zwaar. via Contentgirls,,social
11904,RT YELEHAITI The magnitude 7.0 earthquake u2013 and several very strong aftershocks u2013 struck only 10 miles from Port au Prince..,,social
11906,RT kelskalu Praying for Haiti. 7.0 magnitude earthquake. Worst 2 hit the island nation in more than 200 yrs. Hundreds of casualties ..,,social
11908,Too much talk about the #Haiti earthquake earned me a new follower NewEarthquake How Can We Help ?!,,social
11909,Awoke to discover snow earthquake and hot nights. We aren t gonna make it to 2012 are we?,,social
11910,What God Has Made Crooked God and the Haiti Earthquake Or the tornadoes the hurricanes the tsunami the met. http bit.ly 6sTUfn,,social
11911,RT omarepps 7.0 earthquake hit Haiti! To help the relief process go to artistsforpeaceandjustice.com r whatever you can donate is needed!,,social
11912,God has to be saying something to us for an earthquake of that magnitude to hit one of the poorest countries in the world..#WAKEUPAMERICA,,social
11913,#dontfollowmeif you bitch behind my back non stop go bitch about Haiti Earthquake and do something to help them survive this situation !,,social
11915,Earthquake List for 10 degree Map Centered at 20 u00b0N 75 u00b0W http bit.ly 4LEdrj M7.0 u4e3b u9707 u540e uff0c u8ba131 u6b21 u4f59 u9707 M4.7 M5.7 &gt 10.0 KM Depth #HAITI Region,,social
11916,Battered by major quake Haiti braces for huge death toll A major earthquake struck southern Haiti on Tuesday . http bit.ly 8019vz,,social
11919,National Briefing | West California Earthquake Damage Climbs The damage estimate from the earthquake on Satu. http bit.ly 7cbO7M,,social
11920,RT Federation RT mashable Haiti Earthquake Twitter Pictures PHOTOS http bit.ly 5YhUjG,,social
11921,RT AbuTariq711 Tragic earthquake in Haiti leaves so many dead injured and missing including UN peacekeepers and among them Jordanians ..,,social
11922,L.A. County rescuers waiting for orders to respond to Haiti earthquake http nxy.in sfydk,,social
11923,RT YELEHAITI STATEMENT BY WYCLEF JEAN ON HAITI EARTHQUAKE,,social
11924,Whew! Scared me! Thought it was an earthquake it was just really strong wind making the house creak,,social
11926,Dear Friends nplease read my blog about the earthquake in Haiti http bit.ly 8sSbTb,,social
11927,LoSoATM an earthquake un terremoto,,social
11928,RT digiphile Video of the #earthquake in #Haiti RT bnmeeks Haiti Tragedy Plays Out in Real Time http bit.ly 6Y8sJH,,social
11929,Various places online & charity shops where you can donate should you wish to. https www.oxfam.org.uk donate haiti earthquake index.php,,social
11930,Follow photomorel for a string of photos from #Haiti #earthquake via RAMHaiti,,social
11931,OMG!This is devastating.Its the biggest earthquake they ve seen in over 200yrs! And they r so poor! Gosh! God is their strength. #HaitiQuake,,social
11932,Haiti and Honduras are both suffering. However in Honduras the suffering is not caused by an earthquake but by greedy oligarchs.,,social
11933,Haitifeed.com n nKeeping you updated on status of the earthquake. news photos videos Haiti http www.haitifeed.com,,social
11934,Another earthquake this one in Haiti and Twitter is the place to go for updates & pictures http bit.ly 7iMQkh #socialmedia,,social
11937,MSNBC Major earthquake devastates Haitis capital,,social
11938,Massive Quake Strikes Haiti EQECAT Estimates 2 Million Affected A massive earthquake initially estimated a. http bit.ly 8C6Lbu,,social
11939,swear dwn by the endin of this year filmakers r gna make a movie ouuta dis haiti earthquake ting and sell.by naw dey started planin even,,social
11940,haitian earthquake is a terrible tragedy,,social
11942,RT justbeckss Okay hav i bin living under a rock?wats ths haiti tragedy.Major Earthquake,,social
11943,Chaos as major quake rocks Haiti The strongest earthquake in more than 200 years rocked Haiti on Tuesday co. http bit.ly 6BsdfZ,,social
11944,RT Federation RT mashable #Haiti Earthquake Twitter Pictures PHOTOS http bit.ly 5YhUjG n nhelp Haiti hait terremoto #haitiearthquake,,social
11945,Earthquake after earthquake! God bless you all!,,social
11946,1000s dead in earthquake in Haiti http tinyurl.com yzjox53.I think we need to stop bleating on about the weather..,,social
11947,New post In Hours After Haiti s Earthquake Silence from UN Building Codes Flashback Inner Ci http cli.gs ttQP3 http cli.gs ttQP3,,social
11948,MissCandis everything is good reading up bout this earthquake & praying for all those individuals yee dig what u up too,,social
11949,RT tweetmeme Haiti Earthquake Twitter Pictures Sweep Across the Web PHOTOS http tinyurl.com ycs6ccv,,social
11950,I can only imagine people reactions over there. Because they never experienced a earthquake in they re life.,,social
11952,#UN says large number of its personnel in #Haiti are missing after earthquake,,social
11954,Haiti Earthquake Twitter Pictures Sweep Across the Web RT mashablee,,social
11955,Much of Haiti s capital destroyed by earthquake http bit.ly 8K22dZ,,social
11959,CBS U.S. Haitians Desperate to Contact Kin Few Have Been Able to Reach Loved Ones in Earthquake Ravaged Island N.. http bit.ly 6fVjUx,,social
11960,U.S. Haitians Desperate to Contact Kin Few Have Been Able to Reach Loved Ones in Earthquake Ravaged Island Nation.. http bit.ly 6fVjUx,,social
11961,theres an earthquake at haiti?,,social
11962,Twitter Carries Day Once Again on Haiti Earthquake As we ve seen in another quick breaking stories and trage.. http bit.ly 803T8T,,social
11963,Check this video out RAW VIDEO Haiti Earthquake leaves TOWN IN DUST. VERY SAD http www.youtube.com watch?v=NU8TzgMHzG4,,social
11965,Haitan Earthquake As I type this it is 8 18 am Wednesday 13th January. I u2019m watching BBC morning news and they u2019r.. http su.pr 17YpvE,,social
11966,National Briefing | West California Earthquake Damage Climbs The damage estimate from the earthquake on Satu. http bit.ly 6z8knA,,social
11967,I don t even think we have a word in creole for earthquake.,,social
11968,Thousands feared dead in Haiti earthquake Thousands of people were feared dead today after a powerful earthquake .. http bit.ly 5GdlCi,,social
11969,RT ytreberg RT digiphile Video of the #earthquake in #Haiti RT bnmeeks Haiti Tragedy Plays Out in Real Time http bit.ly 6Y8sJH,,social
11970,ONE News had *no* video footage from Haiti s earthquake tonight http www.throng.co.nz 3 news top stories one news and 3 news tonight 1,,social
11971,Real time pics of Haiti earthquake http picfog.com search Haiti viewer discretion advised,,social
11972,News Earthquake catastrophe hits Haiti Globe and Mail http bit.ly 7wQO7r n #News,,social
11973,Earthquake Hits Haiti http bit.ly 6Bj1fA #photo #photography,,social
11974,Apocalyptic thoughts v s restful night time gone to bed with Marche shakes on my mind woke up finding out the Haiti earthquake,,social
11976,Malaysians in Haiti are safe Only three Malaysians were in Haiti when a magnitude 7.0 earthquake hit the island T.. http bit.ly 4qSBeC,,social
11978,Major earthquake devastates Haiti u2019s capital A powerful earthquake struck Haiti s capital with withering force . http bit.ly 7lv7vy,,social
11979,I favorited a YouTube video Dog Senses Arcata Earthquake at News Station http youtu.be NzBnyRDwQxE?a,,social
11980,Flash haiti earthquake lane kiffin usc haiti news u2026 haiti earthquake nlane kiffin usc nhaiti news nhaiti earthqua.. http bit.ly 4yrJTn,,social
11981,The earthquake that happened in #Haiti was awful. My prayers are with the people.,,social
11982,BREAKiNG NEWS I just read about #Ha u00efti . earthquake hits 32 times in a row .We all should support those people.,,social
11983,Thousands Feared Dead as Major Quake Strikes Haiti PORT AU PRINCE Reuters A major earthquake rocked Haiti . http bit.ly 5Z5hGM,,social
11984,Frantic search for survivors after catastrophic Haiti earthquake nhttp bit.ly 6j0RCJ,,social
11985,Help Haiti #omgfacts #dontfollowmeif #nowplaying #Pleaseexplainwhy Yele Goodnight #LilTwistLoveAffair Earthquake #TeamConan,,social
11988,&gt Haiti &gt Haiti needs earthquake recovery help immediately More TravelersUpdates every hour www.moja live.de,,social
11989,My thoughts and prayers go out to those who have been affected by the earthquake in Haiti,,social
11990,Help For Haiti Earthquake Aftermath. Giving Green. http rep.ly 1LxtF,,social
11991,New post In Hours After Haiti s Earthquake Silence from UN Building Codes Flashback Inner Ci http cli.gs mTRrR http cli.gs mTRrR,,social
11995,Earthquake of M 2.7 Central California,,social
11996,Wales Online Thousands feared dead in Haiti earthquake http bit.ly 85uVKw,,social
11997,interesting article written over 2 yrs ago about what would happen if an earthquake hit Port Au Prince http tiny.cc eOHl HELP HAITI,,social
11998,u267b rosieschaap Please donate to Partners In Health s Haiti earthquake relief efforts http bit.ly 5ZA7Zm #Haiti &lt &lt see http url.ie 4n99,,social
11999,Haitian Capital Suffers Devastating Earthquake Aftershocks| IANYAN http bit.ly 5w5vhH #haiti #earthquake,,social
12000,http bit.ly 8cwFSB http twitpic.com xw8ee Haiti hit by 7.0 Earthquake..,,social
12001,Romanian police engaged in Haiti mission are safe after devastating earthquake http bit.ly 4T5YR7,,social
12002,RT iamdiddy STATE OF EMERGENCY!!! RT PLEASE!!! u200e u200bEarthquake relief for Haiti please text cont http tl.gd 3fvkh,,social
12003,RT Milieunet Haiti Earthquake First Images PHOTOS VIDEO . http digg.com d31FTx0,,social
12005,If you ve got anything you can give for Haiti Earthquake please go to www.oxfam.org.uk Pls RT,,social
12006,Feeling wiped out by news last nite of heavy earthquake Haiti.. Why does Haiti get ALL the Sh!t? update here http tinyurl.com yc6gd5h,,social
12007,Help For Haiti Earthquake Aftermath. Giving Green. http rep.ly 1LxtG,,social
12008,RT DoloresMBernal Raw Video Haitian Earthquake People Screaming For Help http digg.com d31FTCt #njp,,social
12009,Help For Haiti Earthquake Aftermath. Giving Green. http rep.ly 1LxtH,,social
12010,My heart go out to all the people in HAITI and the familys here that were affected by the earthquake..,,social
12011,http bit.ly 8cwFSB http twitpic.com xw8ee Haiti hit by 7.0 Earthquake now is under Tsunami watch help and pray all you can.,,social
12015,RT DJEver I just made a donation to Wyclef Jean s Haiti s Earthquake Fund. here s the website www.yele.org&lt &lt so did I,,social
12016,RT CNN RT CNNiReport Magnitude 7.0 earthquake reported near Haiti. Share information and images with CNN. http bit.ly 4ilYl,,social
12017,Help For Haiti Earthquake Aftermath. Giving Green. http rep.ly 1LxtI,,social
12019,The damage from the earthquake in Haiti is enormous. God s ways truly are unsearchable.,,social
12020,Earthquake Hits Haiti first film of horror 13 Jan 2010 http bit.ly 5kXQLY,,social
12021,Images from Haiti RT swissjourno Earthquake Hits Haiti http bit.ly 6Bj1fA #photo #photography #earthquake,,social
12024,#Tajikistan Vanj #Earthquake Situation Report #3 http tinyurl.com yegvk7d,,social
12025,7.0 earthquake in Haiti?? how come it s not yet even 2012 yet? Be safe guys.,,social
12026,RT mHefneratm RT LoSoATM What happened n HaiTi ??&gt Da Whole Situation turn ugly! Xhi Xhi.. Lmao Nah a earthquake! WrD! $hyT Brazzi,,social
12027,On Concreteloop.com NEWS MAJOR EARTHQUAKE HITS HAITI + HOW YOU CAN HELP nA Haitian woman is helped after being t.. http bit.ly 89bLdM,,social
12032,Up following the Haitian earthquake on msnbc..i m a breaking news junkie..sad but true,,social
12033,RT cnnireport iReporter shares photographs of aftermath of earthquake in Haiti http bit.ly 4wt1jm #ireport,,social
12034,Haiti after their 7.0 earthquake http twitpic.com xw8ee,,social
12035,RT cnnbrk For the latest developments on the earthquake in Haiti follow our breaking news Twitter list http bit.ly 5qXXg5,,social
12036,Watching the news & seeing all the pictures of the earthquake in Haiti so many dead so sad,,social
12037,RT ONECampaign 7.0 earthquake strikes Haiti. News and relief efforts from mercycorps RedCross SaveTheChildren worldvision CARE ht ..,,social
12039,RT Footz95 RT RealDjKayslay Help Haiti Earthquake Relief Donate $5 by texting YELE to 501 right now please RT&lt Keep in mind your c ..,,social
12040,God s Littlest Angels in Haiti Earthquake Update u2013 What Do We Do? http bit.ly 7XjK0K via tvanderwell #fb,,social
12041,Feeling for the victims of the Haiti earthquake. And Jurasse. o,,social
12042,RT cnnireport Magnitude 7.0 earthquake reported near Haiti. Share information and images with CNN http bit.ly 4ilYl #ireport,,social
12043,RT Gino1976 .. Aruba just was rocked by a small earthquake at exactly 04.15..,,social
12044,secretquark hehehhe have you experienced earthquake yet???,,social
12045,RT huffingtonpost Haiti Earthquake Relief How You Can Help http ow.ly 1mYmMZ,,social
12046,Dozed off earlier and awoke about 20 minutes ago to the news of Haiti earthquake. Hasn t Haiti been through enough already?,,social
12048,RT SeanBrody Partners In Health Haitian Earthquake Site http bit.ly 5ZA7Zm Please donate what you can. They are on ground in Haiti.,,social
12050,Feel sorry for the people of Hati. An Earthquake of that magnitude must be a f #kin scarey experience.,,social
12051,RT mdpr20 Just felt an earthquake here in aruba!!,,social
12052,Press release #Haiti Red Cross Red Crescent responds to devastating earthquake http www.ifrc.org,,social
12053,The Beamups Team would like to express its heartfelt condolences to those who were affected by the earthquake in Haiti.,,social
12054,reading Haiti Earthquake Possible scams malware Tue Jan 12th http bit.ly 4TytBN n #security #tech,,social
12055,L.A. County rescuers waiting for orders to respond to Haiti earthquake http nxy.in 7p2vc,,social
12056,RT msdjkr RT Federation RT mashable Haiti Earthquake Twitter Pictures PHOTOS http bit.ly 5YhUjG,,social
12057,My thoughts and prayers go out to those affected by the earthquake in #haiti..,,social
12059,Top 3 fears Flood Earthquake Mom.,,social
12060,Earthquake Detection Shaken Up with Twitter API Earthquake Detection Shaken Up with Twitter APINormally earthquak.. http bit.ly 8jTGFD,,social
12061,7.0 earthquake in haiti. Lots of deaths. Shit.,,social
12062,Huge earthquake wrecked Hati today the poorest country in the Americas. http bit.ly 68ZGKH,,social
12063,right now I m watching the news about the earthquake in Haiti.,,social
12064,RT stevenfurtick Currently mobilizing a team to respond to catastrophic earthquake that struck Haiti. Make an impact www.bit.ly 5m4bC ..,,social
12065,RT obiasika 7.0 earthquake over 30 aftershocks presidential & many buildings collapsed over 100k deaths projected. God help them..,,social
12066,RT wcruz73 Help for Haiti after 7.0 Earthquake updated donation list a http digg.com d31FSY9?t,,social
12067,my prayers go out to haiti after that horrific earthquake..orchestra rehearsal was good but am going to take it easy for the next few days.,,social
12068,Haiti Earthquake First Images PHOTOS VIDEO http bit.ly 6YQ7hE,,social
12069,u8b93 u6211 u5011 u70ba u5728HATI u56e0 u5730 u9707 u50b7 u4ea1 u548c u4eba u6c11 u7948 u798f! let s pray for the victim and friends at HATI due to the earthquake http plurk.com p 3cogqi,,social
12070,UN Haiti headquarter collapses in earthquake n http tinyurl.com y9x5p5p,,social
12071,. haaretzonline #Israel to send rescue team to earthquake hit Haiti http j.mp 5Zn7cS http j.mp 5r26J0,,social
12072,The 1906 quake in SF? 8.0. The earthquake in Haiti? 7.0. Scary shit people. o.o,,social
12073,Yall heard about that earthquake n hati?? ...illumanati werd son,,social
12076,is wearing my #TeamConan shirt drinking coffee and watching the news. CNN International has the best coverage of the #Haiti earthquake.,,social
12077,We finally got huge tree off Monday. Before house got anymore structural damage before this new storm.still the damage is done.,,social
12078,#Sandy update 3 : @KiranCreates & I have no power or cell at Union Sq apart . Camped out at Roosevelt Hotel lobby charging phones along w many,,social
12079,Sandy relief efforts in full swing @foodcoop @Park Slope Food Coop http : //t.co/XN3QwUct,,social
12080,#foodtruck to the rescue #eastvillage #nyc #sandy #ignyc #below39thStreet @gothamist @Ninth Street Espresso http : //t.co/Hq0yYNHR,,direct
12081,"Sandy Takes NY Out : .. .and now the morning after , this is no lovable affair . @NYCurrent @New York http : //t.co/tqqvBf80",,social
12082,"South Fin Grill will be serving hot food to those who are in need . Soup , Pasta , Coffee & Tea .",,direct
12083,Great organizational skills sorting donated goods . Worked past weekend sorting clothes and food items donated by Toledo area to fill 3 30 ' trucks . Have worked with seniors and children . Computer and office skills . Food prep . 3/4 ton truck 4x4 . My husband is retired and ready to help as well .,,direct
12084,I don't have a car however I can help distribute water and clothing .,,direct
12085,"I would like to help in any way that I can . Cook hot foods , donate goods , give people rides , help people find new lodging . Anything !",,direct
12086,food prep yoga classes supply runs organization,,direct
12087,What we thought could never happen : Dark #Streets of #Manhattan due to power outage . #sandy #d @34th Street http : //t.co/081fmHg8,,social
12088,"Women 's clothing , young boy 's clothing . Non perishable foods . Toys and books .",,direct
12089,"Hide your kids , hide your wife .. .. And hide your husband cuz , #HurricaneSandy is coming fo @10th Ave Beach http : //t.co/Jw2aoKts",,social
12091,sandy let me charge my dam phone b4 u cut my lights off .,,social
12092,Stocking up on some food before the storm ( @Western Beef ) http : //t.co/grQqaolg,,social
12093,"I 'm safe , I 'm alive .. .I 'm here. #SandySurvivor",,social
12094,"paper products , pet food , canned food , hygiene products , diapers",,direct
12095,So like where 's sandy ? It 's not even raining .. .,,social
12097,Happy to help with food prep and delivery,,direct
12098,"Items from the drugstore : toilet paper , hygiene products , otc medicines , socks and underwear , etc .",,direct
12099,When res life turns off our fridge for the hurricane and all our food goes bad #bummer,,social
12100,"assist in distribution of food , supplies , clothing .",,direct
12101,"Hi , I am from Baltimore and wanted to organize a drive for your residents and arrange a time to deliver the items . What kinds of special needs do your residents have ? I saw on nightline that many of your residents need food and clothing . Please let us know how our community can help you . Thank you in advance .",,direct
12102,I can bring food and/or basic need items .,,direct
12103,"I have cloths I can donate , tools food",,direct
12104,Here is a list of the items we have to offer : *Men 's & Women 's coats and winter wear *Children 's coats and winter wear ( boys & girls ) *Children 's and baby toys and stuffed animals ( all new w/tags ) *Blankets ( all new w/tags ) *Toiletries/Hygiene products *Water *Cleaning supplies,,direct
12105,We are in Puttsburgh but could come for a specific project or bringing food and supplies and can provide shelter for the displaced without somewhere to go,,direct
12107,"Oh boy , power just went in and out .. Indication that it may go out soon. #salty #Sandy",,social
12108,"diapers , batteries , baby wipes , toothpaste , toothbrushes , trash bags",,direct
12110,the big storm Hurricane Sandy : The calm before the big storm Hurricane Sandy has necrosis and the U.S. has .. http : //t.co/dfK1xn9s,,social
12111,"Hurricane #Sandy I hate you ! ! Another day with no power , they are saying NEXT week , I 'm gon na die !",,social
12112,baby supplies or prepared foods - are sandwiches or hot pasta acceptible ?,,direct
12113,"clothing , baby supplies , painkillers",,direct
12114,It 's snowing .. A lot .. .. Oh HAYLL nah ! ! ! ! No ! No ! No ! #stormpart2,,social
12115,"Our family speaks russian and hebrew as well as english , and we have a car to deliver food or supplies and we have two kids who would be very handy in a soup kitchen",,direct
12116,"I can make sandwiches , distribute food to people , play with kids .. .Oh , also , I live in Alphabet City ( E 7th & Ave C ) I know help is needed in that area .",,direct
12117,Finally at my Uncle 's house in Brooklyn . Gon na take my first hot shower in *muffles mouth* ? Days .. #DontJudgeMe #SandyLife Night All ..,,social
12118,@cedricbixler_ha ! Seriously though .. .. you got his number ? #HurricaneSandy #blade,,social
12119,"I am in decent shape , so can climb stairs to deliver food and water to folks in high rises . I also have a backpack , which could make it easier to truck stuff up stairs .",,direct
12120,Wow sirens are crazy here. I guess a building may have collapsed on 15th and 8th 1 block from my apt .. . #HurricaneSandy,,social
12121,"I have baby items , non-perishable food , and hygiene products . Where can I bring them ? !",,direct
12122,"also have socks , batteries , flashlights , blankets",,direct
12123,We need a pump and generator . Our basement has about a foot of water .,,direct
12124,"I have a big comforter , several cans of food , 4 candles , 2 large boxes of matches . Will try to gather some feminine products , etc . as well . It 's not a huge amount , but hopefully all helpful stuff !",,direct
12125,this storm is no joke wtf .. .,,social
12126,Making food .. Being home during Hurricane Sandy ! : ),,social
12127,I am happy to help with whatever kind of low-skill clean-up jobs are needed .,,direct
12128,"We are Rescue Ministries Church , a Soup Kitchen and Food Pantry located at 2083 Richmond Terrace . We will be bring Hot meals to Hurricane site to feed the need . We need all paper products and foil trays to prepare , transport , and burners to keep food hot to serve food to the communities in need . Cleaning supplies including gloves , masks , trash bags , baby supplies , and famine products . We have noticed that there is also a need for sleeping bags , coats , winter gloves for all age groups . We will prepare food at church to bring to sites by 10:00 am . For more information please call contact number .",,direct
12129,Happy to drop off whatever is most needed . Food and flashlights .,,direct
12132,Redcross came to my house and gave my family food .. . Guess were not getting power anytime soon . #sandy #RedCross,,social
12133,"looking for warm clothes .. coats , hats , gloves .. flashlights/batteries .. any advice would help ..",,direct
12134,I am a computer engineer . I can help people recover data from computers damaged by flood water .,,direct
12135,"Some clean up tools , medication and clothes",,direct
12136,NYC consulting firm looking to donate non-perishables and supplies,,direct
12137,"cooking , shlepping , cleaning , distributing food , going from door to door .",,direct
12138,Food distibrution . Assist with Non-Profit Organizations in any way possible . Have small Car to travel or transport goods .,,direct
12139,#HoesBeTwerkin to Twerk up the east coast . Ohhhh wait .. . #HurricaneSandy,,social
12140,I havs plenty of clothes but also can bring canned items . And could make and bring some food .,,direct
12141,"I wouldn't say I 'm an expert in any area above but I would be willing to help man food/water/supplies distribution , to organize supplies for distribution , and I would be willing to help clear debris and clean .",,direct
12142,I can give several gallons of bottled water,,direct
12143,Non-perishable food . All I can carry/afford,,direct
12145,"Still need baby food , women 's shoes ( 9.5 to 10 ) and grocery type food .",,direct
12146,"In case of hurricane , buy as much junk food as possible .. @ShopRite http : //t.co/GHNOaHRC",,social
12147,BB scouting team on the move .. FDR flooded .. #Sandy http : //t.co/Gvv2FQp3,,social
12148,"adult , child , infant certified first aid/CPR",,direct
12149,We can bring prepared food and kid snacks .,,direct
12150,"I am an accountant , so I could help with financial services of some type , but I would simply like to lend a strong back and/or general handyman skills . I have basic tools - but would be happy to purchase specific tools that are needed , assuming that the local hardware store or Home Depot has them .",,direct
12151,I feel like this hurricane is taking us back to the olden days .. gon na go hiring a foraging for food in the forest tomorrow,,social
12152,"food preparation , supply distribution , meal distribution",,direct
12153,"will bring food , donations , and whatever i can !",,direct
12154,Over 25 people in line at Starbucks . People need coffee as much as they need food and gas post #Sandy ( @Starbucks ) http : //t.co/T7G3fBJg,,social
12156,"Clothing , non-perishables , pet food , hygiene products",,direct
12157,"Just generally want to help out -- cleaning , packing food , etc . Thanks !",,direct
12158,"Traffic is moving really well on the BQE near Metropolitan ave. You know , in case you want to get swept off the highway by the hurricane .. .",,social
12160,4 one gallon containers of water,,direct
12162,Talking about the hurricane as if she is a real person is no longer funny ..,,social
12164,"i have men 's clothing , t shirts , jeans , socks and a few women 's pants . i have some canned goods and pasta as well .",,direct
12165,I plan on driving up Thanksgiving morning from VA - what ever the need is at that time I hope to bring in my car - supplies / food / toys / products etc Please let me know what would be best - I will keep in touch,,social
12166,My hometown Va Beach got the most rainfall ( 9+ inches ) but least damage .. .weird how things turn out . #HurricaneSandy NYC,,social
12167,WAIT .. .. .. .. .. .. .. . so when 's the hurricane supposed to hit ? ?,,social
12168,I 'm in good physical shape and can help clear debris and move food / supplies as need be .,,direct
12171,"Blankets , batteries , baby formula , socks",,social
12172,Free food for Sandy victims @Speedway School on South Orange Ave. Newark .. . #SANDYNJ #NewarkhelpingNewark,,social
12174,New Yorkers food is the big hurricane issue . No MTA means no workers for stores . Closed bridges means limited resupply . #Sandy,,social
12175,"Going on day 6 without power . Getting the routine down . Candles , fireplace , grilling food . Gas in generator . Watch a DVD . #Sandy",,social
12176,I 'm really concerned my food is gunna go bad if I don't eat it all before the storm and the power goes out,,social
12177,6 - 1 gallon jugs of drinking water .,,direct
12179,Amen @horwad : Sandy update .. I 'm going to bed after an amazing #sandybinge of Chinese food and philosophical conversation.,,social
12180,"Am happy to purchase cleaning supplies , clothing or food .",,direct
12181,Possible 140 mph winds .. .Hurricane Katrina had 110 mph winds .. .needless to say I 'm already planning my evacuation list,,social
12182,Damn Sandy ruined all my family 's cars .. And also ruined the floors in my apt. At least my family is all safe and together.,,social
12183,Shower Curtain Scrubbing Bubbles/Bathroom Cleaner Dish Soap Sponges Towels and Wash Cloths Bathmats Batteries ( of all kinds ) Toilet Paper Laundry Detergent,,social
12184,"Pasta , canned food , granola bars , etc",,direct
12185,"I can bring as much as I can carry in a few trips to the donation center . Whatever supplies are needed most . baby supplies , canned food , utensils , hygiene products",,direct
12186,I have a box of 204 diapers . 900 wipes some canned foods . Body wash shampoo rinse,,direct
12187,I can cook in large quantities to help those that need food cooked and dont have power.Be a cousler to help them file paper work for things that are lost link with churches and orginazations,,direct
12188,Having fun at #Lexi 's ! Real food in real house with electrical lighting . Good times . I feel human again #escapingsandy,,social
12189,"We can donate clothing , towels , toys , and food",,direct
